"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"36-3025-4",36,3025,0,4,"Euphausia superba","hydrogenPDW","6.9","percent","numeric","",NA,0.458257569495584,3,"",NA,NA,NA,NA,NA,NA,"Antarctic",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","OmoriIkeda1984","","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature","","P. Pata","2023-06-28",4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"36-3025-1; 36-3025-2; 36-3025-3",NA,NA
"35-4754-3",35,4754,0,3,"Tomopteris carpenteri","hydrogenTotal","49.3","mg","numeric","",NA,1.64048773235279,2,"",NA,NA,NA,NA,NA,NA,"Antarctic",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","OmoriIkeda1984","","","","urn:lsid:marinespecies.org:taxname:332607","Tomopteris carpenteri Quatrefages, 1866","Species","Animalia","Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris","Polychaete","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"35-4754-1; 35-4754-2",NA,NA
"35-240-3",35,240,0,3,"Themisto gaudichaudii","hydrogenTotal","47.76","mg","numeric","",NA,0.565685424949236,2,"",NA,NA,NA,NA,NA,NA,"Antarctic",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","OmoriIkeda1984","","","","urn:lsid:marinespecies.org:taxname:325384","Themisto gaudichaudii Guérin, 1825","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","Amphipod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"35-240-1; 35-240-2",NA,NA
"35-3025-6",35,3025,0,6,"Euphausia superba","hydrogenTotal","72.744","mg","numeric","",NA,2.02810995757133,5,"",NA,NA,NA,NA,NA,NA,"Antarctic",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","OmoriIkeda1984","","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature","","P. Pata","2023-06-28",6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"35-3025-1; 35-3025-2; 35-3025-3; 35-3025-4; 35-3025-5",NA,NA
"50-4981-3",50,4981,0,3,"Rhopilema esculentum","ashPWW","2.1","percent","numeric","",NA,1.4142135623731,2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Liu2015; Santhanam2014","MachovskyCapuska2020","","10.1146/annurev-marine-010318-095411","urn:lsid:marinespecies.org:taxname:287187","Rhopilema esculentum Kishinouye, 1891","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema","Scyphomedusae","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"50-4981-1; 50-4981-2",NA,NA
"50-2895-3",50,2895,0,3,"Pandalus borealis","ashPWW","2.95","percent","numeric","",NA,2.33345237791561,2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Lawson1998; Santhanam2014","MachovskyCapuska2020","","10.1146/annurev-marine-010318-095411","urn:lsid:marinespecies.org:taxname:107649","Pandalus borealis Krøyer, 1838","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"50-2895-1; 50-2895-2",NA,NA
"50-4894-3",50,4894,0,3,"Aurelia aurita","ashPWW","3.7","percent","numeric","",NA,0.707106781186548,2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Liu2015; Spitz2010","MachovskyCapuska2020","","10.1146/annurev-marine-010318-095411","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita (Linnaeus, 1758)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Scyphomedusae","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"50-4894-1; 50-4894-2",NA,NA
"64-3489-4",64,3489,0,4,"Boreomysis arctica","chitinPDW","3.175","percent","numeric","",NA,0.0353553390593276,2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Bamstedt1978","Omori1984","","","urn:lsid:marinespecies.org:taxname:119962","Boreomysis arctica (Krøyer, 1861)","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Boreomysis","Mysid","derived from midpoint of range; literature","","P. Pata","2023-06-28",4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"64-3489-1; 64-3489-3",NA,NA
"64-3032-10",64,3032,0,10,"Meganyctiphanes norvegica","chitinPDW","4.11666666666667","percent","numeric","",NA,0.487510683643617,6,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Bamstedt1976; Raymont1969; Raymont1971","Omori1984","","","urn:lsid:marinespecies.org:taxname:110690","Meganyctiphanes norvegica (M. Sars, 1857)","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes","Euphausiid","derived from midpoint of range; literature","","P. Pata","2023-06-28",10,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"64-3032-1; 64-3032-2; 64-3032-3; 64-3032-7; 64-3032-8; 64-3032-9",NA,NA
"64-3025-7",64,3025,0,7,"Euphausia superba","chitinPDW","4.46","percent","numeric","",NA,0.986407623652616,5,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Ferguson1974; Raymont1971","Omori1984","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","derived from midpoint of range; literature","","P. Pata","2023-06-28",7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"64-3025-1; 64-3025-3; 64-3025-4; 64-3025-5; 64-3025-6",NA,NA
